1089744,How To Make A Wordpress Website 2017 - Divi Theme Tutorial,https://www.udemy.com/how-to-make-a-wordpress-website-2017-divi-theme-tutorial-for-beginners/,TRUE,40,2780,94,29,Beginner Level,3 hours,2017-01-26T17:16:27Z,,,,,
16646,Web Programming with Python,https://www.udemy.com/web-programming-with-python/,TRUE,50,35267,217,53,All Levels,4 hours,2012-04-25T00:01:43Z,,,,,
678142,PHP Login and Registration System - Email Confirm Activation,https://www.udemy.com/php-mysql-login-and-registration-system-with-email-confirm-activation/,TRUE,100,2607,317,49,All Levels,5 hours,2015-11-26T23:56:12Z,,,,,
948440,PSD to Responsive HTML5: Beginner to Advanced,https://www.udemy.com/psd-to-html5-beginner-to-advanced/,TRUE,40,1502,218,49,All Levels,6 hours,2016-10-03T21:11:56Z,,,,,
924704,Ultimate Web Developer Course Build 10 Websites from Scratch,https://www.udemy.com/ultimate-web-developer-course-build-10-websites-from-scratch/,TRUE,200,9359,110,402,Beginner Level,32.5 hours,2016-10-10T15:09:14Z,,,,,
1027342,Rapid Website Design with Bootstrap,https://www.udemy.com/responsive-website-design/,TRUE,200,14842,131,17,Beginner Level,1 hour,2016-12-02T00:45:36Z,,,,,
1009452,Build Enterprise Applications with Angular 2 (and Angular 4),https://www.udemy.com/angular2-advanced/,TRUE,190,6082,848,135,Intermediate Level,9.5 hours,2016-11-22T14:55:35Z,,,,,
1247828,Angular 4 (2+) Crash Course for Beginners,https://www.udemy.com/angular-crash-course-for-beginners/,TRUE,120,12366,506,120,Beginner Level,9 hours,2017-06-23T00:35:49Z,,,,,
886300,Accelerated JavaScript Training,https://www.udemy.com/javascript-bootcamp-2016/,TRUE,110,4720,1017,126,All Levels,7.5 hours,2016-07-12T18:23:35Z,,,,,
1009254,"Beginner API development in Node, Express, ES6, & MongoDB",https://www.udemy.com/api-development/,TRUE,165,7057,655,65,Beginner Level,18.5 hours,2016-11-12T18:53:51Z,,,,,
1078522,React JS and Redux - Mastering Web Apps,https://www.udemy.com/react-js-and-redux-mastering-web-apps/,TRUE,60,16829,820,77,All Levels,5 hours,2017-01-19T04:58:10Z,,,,,
1002030,Web Development w/ Googleâ€™s Go (golang) Programming Language,https://www.udemy.com/go-programming-language/,TRUE,65,4872,662,171,Intermediate Level,19 hours,2017-01-17T22:30:33Z,,,,,
818990,Git a Web Developer Job: Mastering the Modern Workflow,https://www.udemy.com/git-a-web-developer-job-mastering-the-modern-workflow/,TRUE,200,5809,1445,61,Beginner Level,15 hours,2016-08-28T17:54:07Z,,,,,
520116,The Complete WordPress Website Business Course,https://www.udemy.com/the-complete-wordpress-website-business-course/,TRUE,150,13439,1981,89,All Levels,20.5 hours,2016-11-01T23:50:51Z,,,,,
1252318,The Complete HTML and CSS Course For Beginners,https://www.udemy.com/the-complete-html-and-css-course-for-beginners/,TRUE,85,733,104,50,All Levels,3 hours,2017-06-20T16:05:46Z,,,,,
427530,Learn  Bootstrap Development By Building 10 Projects,https://www.udemy.com/learn-bootstrap-development-by-building-10-projects/,TRUE,60,14813,1358,74,All Levels,13.5 hours,2015-02-23T12:04:53Z,,,,,
670034,Advanced Javascript,https://www.udemy.com/top-javascript-interview-questions-and-answers/,TRUE,200,6601,1304,26,Intermediate Level,3.5 hours,2015-11-21T06:56:33Z,,,,,
1052118,Dissecting Ruby on Rails 5 - Become a Professional Developer,https://www.udemy.com/professional-rails-5-development-course/,TRUE,195,2804,418,212,All Levels,37.5 hours,2017-02-07T00:40:33Z,,,,,
575880,The Complete Wordpress Course - Build Your Own Website Today,https://www.udemy.com/wordpresscourse/,TRUE,195,9421,73,36,All Levels,3.5 hours,2015-08-25T00:03:06Z,,,,,
669270,JQuery Essentials core training for Dynamic Interactive web,https://www.udemy.com/jquery-essentials-core-training-for-dynamic-interactive-web/,TRUE,100,9668,38,52,All Levels,4 hours,2015-11-20T17:22:00Z,,,,,
1103954,Node.js: The Essentials + API Frameworks Express KOA Sails,https://www.udemy.com/nodejs-up-and-running/,TRUE,20,2760,52,34,Beginner Level,1 hour,2017-02-16T21:59:01Z,,,,,
1017568,The Complete PHP Bootcamp Course With Video Sharing Project,https://www.udemy.com/php-bootcamp/,TRUE,195,9831,56,74,Beginner Level,14.5 hours,2017-03-21T23:50:38Z,,,,,
1111844,Build a Single Page Application with jQuery & AJAX,https://www.udemy.com/jquery-ajax/,TRUE,60,486,59,27,Intermediate Level,2 hours,2017-02-18T01:13:09Z,,,,,
736940,Practical CSS Website Development: Crash Course ,https://www.udemy.com/css-website-development-crash-course/,TRUE,95,11170,35,19,All Levels,2.5 hours,2016-02-02T21:05:27Z,,,,,
647442,Successful website creation - everything you need to know,https://www.udemy.com/total-guide-to-creating-websites-and-an-online-web-business/,TRUE,150,9384,21,16,All Levels,1.5 hours,2015-10-22T22:54:30Z,,,,,
1073793,Start Writing JavaScript Today - Beginner JavaScript Course,https://www.udemy.com/start-writing-javascript-today/,TRUE,100,9067,41,27,Beginner Level,3 hours,2017-03-08T22:34:43Z,,,,,
176432,HTML5 Essentials for Beginners,https://www.udemy.com/html5-essentials-for-beginners/,TRUE,20,10247,200,15,Intermediate Level,1.5 hours,2014-03-14T21:46:36Z,,,,,
158934,Code a personal splash page in 1 hour,https://www.udemy.com/intro-to-html-and-css/,TRUE,20,10610,83,10,Beginner Level,1 hour,2014-02-12T21:27:40Z,,,,,
73080,Step-by-step HTML and CSS for Absolute Beginners,https://www.udemy.com/step-by-step-html-and-css-for-absolute-beginners/,TRUE,120,6162,324,43,Beginner Level,4 hours,2013-08-26T19:10:57Z,,,,,
1256136,Angular 4 Development Decoded,https://www.udemy.com/marutiangular4/,TRUE,20,1802,13,8,Intermediate Level,1 hour,2017-06-21T16:37:46Z,,,,,
1124970,Javascript ES6! A Complete Reference Guide to Javascript ES6,https://www.udemy.com/javascript-es6-a-complete-reference-guide-to-javascript-es6/,TRUE,175,4783,41,48,Intermediate Level,7 hours,2017-04-20T16:22:34Z,,,,,
771198,Reactive JS:  Are you ready for the next big paradigm shift?,https://www.udemy.com/reactive-js-getting-ready-for-the-next-big-paradigm-shift/,TRUE,60,2097,401,28,Intermediate Level,5.5 hours,2016-02-23T16:50:16Z,,,,,
391546,Learn Python and Django: Payment Processing,https://www.udemy.com/learn-django-code-accept-payments-with-stripe/,TRUE,70,17714,198,23,All Levels,3.5 hours,2015-02-09T15:37:56Z,,,,,
629088,Code your first Website using HTML & CSS: Project Learning,https://www.udemy.com/code-your-first-website-using-html-css-project-learning/,TRUE,20,9554,368,16,Beginner Level,1.5 hours,2015-10-28T18:16:52Z,,,,,
1006894,"React.js: Building Production Ready Apps, Start to Finish",https://www.udemy.com/reactjs-building-production-ready-apps-start-to-finish/,TRUE,50,1129,137,77,All Levels,17.5 hours,2016-11-10T23:48:22Z,,,,,
579338,Learn Object Oriented Programming PHP fundamentals bootcamp,https://www.udemy.com/learn-object-oriented-programming-php-fundamentals-bootcamp/,TRUE,100,22213,142,16,All Levels,1 hour,2015-08-11T18:52:58Z,,,,,
945320,Javascript Intermediate level 2 - Mastering Functions,https://www.udemy.com/javascript-intermediate-mastering-functions/,TRUE,100,2412,116,28,All Levels,2.5 hours,2016-08-30T18:20:56Z,,,,,
64605,1 Hour CSS,https://www.udemy.com/1-hour-css/,TRUE,100,18324,333,16,Beginner Level,1 hour,2013-07-09T20:27:14Z,,,,,
897146,"Become a Full Stack Developer with Spring, AWS and Stripe",https://www.udemy.com/become-a-full-stack-developer-with-spring-aws-and-stripe/,TRUE,75,1696,193,60,Intermediate Level,10 hours,2016-07-08T15:47:58Z,,,,,
989452,Complete JQuery And JQuery UI Course For Beginner,https://www.udemy.com/complete-jquery-and-jquery-ui-course-for-beginner/,TRUE,80,7169,277,20,Intermediate Level,1 hour,2016-10-27T21:56:49Z,,,,,
917724,Learn JavaScript for Web Development,https://www.udemy.com/javascript-learn-javascript-essentials-and-build-project/,TRUE,75,12893,220,95,Intermediate Level,8.5 hours,2016-10-12T16:41:11Z,,,,,
970874,"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",https://www.udemy.com/complete-ajax-using-bootstrap-php-from-basic-to-advanced/,TRUE,195,4708,111,18,All Levels,2.5 hours,2016-10-06T04:49:57Z,,,,,
911474,Complete Wordpress Theme Development Course,https://www.udemy.com/complete-wordpress-theme-development-course/,TRUE,150,1050,223,64,All Levels,6.5 hours,2016-07-23T20:07:17Z,,,,,
425910,How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,https://www.udemy.com/how-to-make-your-wordpress-site-blazing-fast/,TRUE,125,7852,46,31,All Levels,3.5 hours,2015-03-02T19:03:21Z,,,,,
842058,Build A Web App With Spring Framework and Angular 2,https://www.udemy.com/build-a-web-app-with-spring-boot-and-angular-2/,TRUE,145,1683,340,48,All Levels,8 hours,2016-05-08T18:47:05Z,,,,,
1250824,Projects in Laravel: Learn Laravel Building 10 Projects,https://www.udemy.com/projects-in-laravel-learn-laravel-building-10-projects/,TRUE,50,119,6,70,Intermediate Level,10.5 hours,2017-06-15T20:29:49Z,,,,,
937134,Javascript Intermediate level 3 - JSON,https://www.udemy.com/javascript-intermediate-json-course/,TRUE,100,1735,76,25,All Levels,2.5 hours,2016-08-30T17:48:52Z,,,,,
796010,Develop Your First App in an Hour,https://www.udemy.com/develop-your-first-app-in-an-hour/,TRUE,20,3699,201,11,Beginner Level,1 hour,2016-05-17T17:22:35Z,,,,,
752658,PHP: Ultimate guide to PHP for everyone,https://www.udemy.com/basic-php/,TRUE,115,10103,75,20,Beginner Level,1.5 hours,2016-05-29T17:49:28Z,,,,,
560990,JavaScript DOM Dynamic Web interactive content Boot Camp,https://www.udemy.com/javascript-dom-dynamic-web-interactive-content-boot-camp/,TRUE,75,7380,43,59,All Levels,2.5 hours,2015-07-30T16:52:34Z,,,,,
1260288,"Master JavaScript Programming, 3 Projects Included !!",https://www.udemy.com/master-javascript-programming-extended-course/,TRUE,20,3903,53,107,All Levels,10.5 hours,2017-06-27T23:16:24Z,,,,,
918870,HTML CSS Learn to create a website from scratch,https://www.udemy.com/html-css-learn-to-create-a-website-from-scratch/,TRUE,50,4892,49,32,Beginner Level,2 hours,2016-08-04T21:40:35Z,,,,,
1027016,Complete Codeigniter: From Beginner to Advanced,https://www.udemy.com/complete-codeigniter-course-from-basic-to-advanced/,TRUE,200,2786,31,20,All Levels,3 hours,2017-01-24T22:09:52Z,,,,,
283014,HTML 5: How I made websites in HTML5,https://www.udemy.com/html5-certification/,TRUE,135,15064,237,15,All Levels,1.5 hours,2014-10-23T19:43:16Z,,,,,
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",https://www.udemy.com/build-responsive-website-using-html5-css3-js-and-bootstrap/,TRUE,95,22623,783,73,All Levels,8 hours,2016-06-20T18:48:26Z,,,,,
1134390,Complete React JS web developer with ES6 - Build 10 projects,https://www.udemy.com/complete-react-js-course/,TRUE,200,952,121,75,Beginner Level,12 hours,2017-03-22T20:09:26Z,,,,,
883000,Complete WordPress Theme Developer Course With Bootstrap,https://www.udemy.com/the-complete-wordpress-theme-developer-course/,TRUE,150,3415,312,160,All Levels,25 hours,2016-07-01T20:06:13Z,,,,,
938560,The Complete Ethical Hacking Course 2.0: Python & Kali Linux,https://www.udemy.com/penetration-testing-ethical-hacking-course-python-kali-linux/,TRUE,195,7827,268,66,All Levels,11 hours,2016-09-26T15:08:29Z,,,,,
991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,https://www.udemy.com/ajax-course/,TRUE,200,9773,117,65,Intermediate Level,4.5 hours,2016-10-24T15:36:40Z,,,,,
1165096,Vue JS - Mastering Web Apps,https://www.udemy.com/vue-web-apps/,TRUE,80,13457,215,69,All Levels,4.5 hours,2017-04-06T16:57:56Z,,,,,
1045942,Angular NgRx Store Masterclass - Covers Angular 4,https://www.udemy.com/angular-ngrx-course/,TRUE,150,1399,212,89,Intermediate Level,8.5 hours,2017-01-19T00:35:43Z,,,,,
860812,JavaScript the Basics - JavaScript for Beginners,https://www.udemy.com/javascript-the-basics-for-beginners/,TRUE,120,4028,674,93,Beginner Level,9 hours,2016-06-09T15:13:54Z,,,,,
1070976,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",https://www.udemy.com/complete-e-commerce-course-javaspringhibernate-and-mysql/,TRUE,195,1371,165,83,All Levels,20 hours,2017-01-16T23:50:02Z,,,,,
939962,"Learn SVG Animation - With HTML, CSS & Javascript",https://www.udemy.com/learn-svg-animation/,TRUE,65,12953,680,22,All Levels,1.5 hours,2016-09-12T18:51:32Z,,,,,
874960,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",https://www.udemy.com/build-a-responsive-website-with-html5-css3-and-bootstrap-4/,TRUE,20,5125,395,53,All Levels,7 hours,2016-08-09T17:53:33Z,,,,,
28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,TRUE,75,43285,525,24,All Levels,4 hours,2013-01-03T00:55:31Z,,,,,
24334,CSS Development (with CSS3!),https://www.udemy.com/css-development-with-css3/,TRUE,20,25864,188,32,All Levels,5 hours,2012-10-31T16:39:49Z,,,,,
997814,Angular 2 & TypeScript Beginner Web Development,https://www.udemy.com/angular2/,TRUE,200,5211,414,133,Beginner Level,19.5 hours,2016-11-14T00:44:48Z,,,,,
641868,The Docker for DevOps course: From development to production,https://www.udemy.com/the-docker-for-devops-course-from-development-to-production/,TRUE,25,8234,1111,110,All Levels,7.5 hours,2015-11-13T17:30:34Z,,,,,
1042110,"Beginner Full Stack Web Development: HTML, CSS, React & Node",https://www.udemy.com/ultimate-web/,TRUE,200,2687,331,138,Beginner Level,25.5 hours,2017-03-31T05:35:11Z,,,,,
883002,Learn Angular 2 Development By Building 12 Apps,https://www.udemy.com/learn-angular-2-development-by-building-10-apps/,TRUE,50,5143,941,80,Intermediate Level,12 hours,2016-07-01T21:20:38Z,,,,,
1128050,"Server API Development in Swift, Kitura, & Bluemix",https://www.udemy.com/swift-kitura/,TRUE,200,1827,129,66,Beginner Level,20.5 hours,2017-03-08T23:09:32Z,,,,,
1218130,React VR - Creating Virtual Reality Apps,https://www.udemy.com/react-vr/,TRUE,80,5026,72,43,All Levels,3 hours,2017-05-17T20:36:49Z,,,,,
1123098,RxJs & Reactive Programming Angular Masterclass - Angular 4,https://www.udemy.com/rxjs-reactive-angular-course/,TRUE,150,1301,179,80,All Levels,7.5 hours,2017-04-11T18:48:57Z,,,,,
47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",https://www.udemy.com/coding-for-entrepreneurs/,TRUE,195,23412,799,251,All Levels,45 hours,2013-04-08T00:46:14Z,,,,,
671552,React and Flux Web Development for Beginners,https://www.udemy.com/react-flux/,TRUE,100,8691,836,63,Beginner Level,11 hours,2015-12-15T20:30:28Z,,,,,
1002676,The Full Stack Web Development,https://www.udemy.com/the-full-stack-web-development/,TRUE,60,3119,453,207,Beginner Level,33 hours,2016-11-24T00:38:03Z,,,,,
481002,Learn Nodejs by building 12 projects,https://www.udemy.com/learn-nodejs-by-building-10-projects/,TRUE,50,10150,997,90,All Levels,16 hours,2015-04-22T00:22:43Z,,,,,
628222,How to Make an Online Portfolio Website from Scratch ,https://www.udemy.com/how-to-make-a-portfolio-website-photographers-designers/,FALSE,Free,14026,232,25,All Levels,1 hour,2015-10-02T22:59:15Z,,,,,
1122224,How To Make A Web Page With No Code,https://www.udemy.com/how-to-make-a-web-page-with-no-code/,FALSE,Free,2214,20,23,Beginner Level,2 hours,2017-03-23T00:06:48Z,,,,,
357726,Spring Framework 4 And Dependency Injection For Beginners,https://www.udemy.com/spring-framework-video-tutorial/,FALSE,Free,21147,1220,16,Beginner Level,1.5 hours,2015-01-16T07:45:28Z,,,,,
162274,Joomla 3 - The Basics,https://www.udemy.com/joomla-3-the-basics/,FALSE,Free,19909,411,17,Beginner Level,3 hours,2014-02-12T01:54:02Z,,,,,
555122,jQuery in Action: Build 8 jQuery Projects,https://www.udemy.com/jquery-web-development-made-easy/,TRUE,100,1385,89,97,All Levels,11 hours,2015-09-12T07:14:48Z,,,,,
708674,Master WordPress Plugins: Shortcodes Ultimate - The Basics,https://www.udemy.com/master-popular-wordpress-plugin-shortcodes-ultimate/,FALSE,Free,10780,110,19,All Levels,1 hour,2016-01-14T18:03:09Z,,,,,
1127048,ASP.NET C# - Enterprise Web Systems From Novice to Expert,https://www.udemy.com/aspnet-c-enterprise-web-systems-from-novice-to-expert/,TRUE,20,604,8,43,All Levels,3.5 hours,2017-04-11T05:56:16Z,,,,,
651032,Wordpress - Create an Outstanding Website in 2 hours,https://www.udemy.com/wordpress-business-website/,TRUE,30,1772,13,48,Beginner Level,2.5 hours,2015-10-28T22:45:22Z,,,,,
98066,Complete Website & CMS in PHP & MySQL From Scratch!,https://www.udemy.com/cms-admin-panel-in-php-mysql/,TRUE,20,3357,82,48,All Levels,12.5 hours,2014-04-18T09:51:00Z,,,,,
910838,The Complete Web Development Tutorial Using React and Redux,https://www.udemy.com/the-complete-web-development-tutorial-using-react-and-redux/,TRUE,40,796,43,29,Intermediate Level,4 hours,2016-07-25T17:16:45Z,,,,,
125162,Create and Deploy a Web App in 3 Hours,https://www.udemy.com/create-and-deploy-a-web-app-in-3-hours/,TRUE,50,4123,23,34,Beginner Level,3.5 hours,2013-12-04T22:49:28Z,,,,,
50587,HTML & CSS From Scratch in 30 Days,https://www.udemy.com/html5-css3-responsive/,TRUE,75,2697,64,82,Beginner Level,11.5 hours,2013-04-22T18:19:38Z,,,,,
1004788,Getting Started with Craft CMS,https://www.udemy.com/craft-cms/,TRUE,20,997,31,20,All Levels,2 hours,2016-11-07T22:03:01Z,,,,,
959200,JavaScript For Absolute Beginners - Level One,https://www.udemy.com/javascript-for-absolute-beginners-level-one/,TRUE,65,713,80,8,All Levels,1.5 hours,2016-09-19T21:06:29Z,,,,,
810550,Effective Personal Website Building and Hosting,https://www.udemy.com/effective-personal-website-building-and-hosting/,TRUE,20,4259,0,11,All Levels,1 hour,2016-04-11T22:36:52Z,,,,,
473160,Web Design for Web Developers: Build Beautiful Websites!,https://www.udemy.com/web-design-secrets/,FALSE,Free,98867,6512,20,All Levels,3 hours,2015-04-13T18:29:47Z,,,,,
904076,"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",https://www.udemy.com/learn-rails/,TRUE,200,1849,21,83,All Levels,3 hours,2016-08-23T20:46:39Z,,,,,
842728,Getting Started with NodeJS for Beginners,https://www.udemy.com/getting-started-with-nodejs-for-beginners/,TRUE,195,1645,75,12,All Levels,1 hour,2016-05-23T21:14:50Z,,,,,
314462,Quickstart AngularJS,https://www.udemy.com/quickstart-angularjs/,FALSE,Free,64128,4047,17,Beginner Level,1.5 hours,2014-11-22T12:42:22Z,,,,,
783748,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,https://www.udemy.com/css-with-html/,TRUE,20,2160,16,28,All Levels,4 hours,2016-03-10T17:20:41Z,,,,,
161986,Learn Building Your Own Website Without Coding,https://www.udemy.com/learn-building-your-own-website-without-coding/,TRUE,50,7660,7,19,All Levels,2 hours,2014-03-21T01:53:04Z,,,,,
823236,Practical Guide to Web Development,https://www.udemy.com/designers-guide-to-web-development/,TRUE,20,2025,16,38,Beginner Level,2 hours,2016-05-02T20:56:01Z,,,,,
936504,The Complete HTML5 and CSS3 Course,https://www.udemy.com/the-complete-html5-and-css3-course/,TRUE,40,1548,30,126,All Levels,15 hours,2016-08-23T16:44:47Z,,,,,
380092,HTML & CSS for beginners: Build 3 projects from scratch,https://www.udemy.com/learn-html-css-by-building-3-real-projects/,TRUE,40,2472,139,31,Beginner Level,4 hours,2015-01-22T06:47:09Z,,,,,
884946,Code a 'Coming Soon' Landing Page in Bootstrap 4,https://www.udemy.com/code-a-coming-soon-landing-page-in-bootstrap-4/,FALSE,Free,13535,473,18,All Levels,1.5 hours,2016-08-17T05:08:23Z,,,,,
98140,Introduction to Bootstrap 3,https://www.udemy.com/introduction-to-bootstrap-3/,TRUE,20,5795,79,29,Beginner Level,2.5 hours,2013-09-27T03:11:22Z,,,,,
637974,Master ExpressJS to Build Web Apps with NodeJS&JavaScript,https://www.udemy.com/expressjs/,TRUE,50,2643,56,24,All Levels,3.5 hours,2016-01-07T02:04:55Z,,,,,
219838,Learn XML Crash Course: Discover Essential XML Fundamentals ,https://www.udemy.com/learn-xml-crash-course/,TRUE,50,3704,111,18,Intermediate Level,2 hours,2014-06-16T14:00:47Z,,,,,
749560,HTML5 CSS3 JQUERY Single Page Website Project from Scratch,https://www.udemy.com/html5-css3-jquery-single-page-website-project-from-scratch/,TRUE,120,1678,34,32,All Levels,2.5 hours,2016-02-03T19:22:22Z,,,,,
751100,Scrape Websites using PhantomJS and CasperJS,https://www.udemy.com/scrape-websites-phantomjs-casperjs/,TRUE,195,960,110,32,Intermediate Level,2 hours,2016-02-26T18:21:13Z,,,,,
446736,Amazon s3 Mastery - THE How-To' Guides For Amazon S3,https://www.udemy.com/amazon-s3-mastery/,TRUE,95,1811,118,36,All Levels,3.5 hours,2015-03-18T21:27:54Z,,,,,
200854,HTML and CSS Crash Course for Beginners,https://www.udemy.com/html-and-css-crash-course-for-beginners/,TRUE,50,4123,46,31,Beginner Level,4.5 hours,2014-05-30T22:23:01Z,,,,,
470288,EMMET Faster HTML & CSS workflow - Best Tool For Developers ,https://www.udemy.com/emmet-start-coding-html-and-css-fast-and-easy/,FALSE,Free,26697,1097,20,All Levels,1 hour,2015-04-09T16:36:06Z,,,,,
178640,Introduction to Web Development,https://www.udemy.com/introduction-to-web-development2/,TRUE,50,5921,35,42,Beginner Level,4.5 hours,2014-03-11T19:43:30Z,,,,,
412952,AngularJS For ASP.NET MVC Developers,https://www.udemy.com/angularjs-for-aspnet-mvc-developers/,TRUE,50,3011,57,10,Intermediate Level,1 hour,2015-02-23T15:11:20Z,,,,,
1033944,Serverless Workflow Management with AWS Step Functions,https://www.udemy.com/aws-step-functions/,FALSE,Free,8768,173,8,Intermediate Level,1 hour,2016-12-09T03:39:22Z,,,,,
1198654,How to set up a Web Server From Scratch to One Fully Managed,https://www.udemy.com/how-to-setup-a-web-server/,TRUE,200,1673,31,24,All Levels,3 hours,2017-05-09T14:39:56Z,,,,,
1171966,The Complete PHP MySQL Professional Course with 5 Projects,https://www.udemy.com/the-complete-php-mysql-professional-course/,TRUE,200,16158,159,125,All Levels,19.5 hours,2017-06-07T05:58:36Z,,,,,
833398,Angular Masterclass,https://www.udemy.com/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/,TRUE,150,4057,359,99,All Levels,6.5 hours,2016-05-09T22:29:32Z,,,,,
140238,Become a Professional Web Developer | Version 3.0,https://www.udemy.com/web-development-tutorials/,TRUE,200,6851,276,454,All Levels,60 hours,2014-01-21T12:31:24Z,,,,,
875194,Build Incredible Chatbots,https://www.udemy.com/build-incredible-chatbots/,TRUE,100,2234,253,115,All Levels,11.5 hours,2016-11-02T20:39:41Z,,,,,
991630,Try Django 1.10 | Create a URL Shortening Service,https://www.udemy.com/try-django-1-10/,TRUE,50,9607,78,40,All Levels,5.5 hours,2016-10-24T18:14:43Z,,,,,
303514,Projects in CSS,https://www.udemy.com/projects-in-css/,TRUE,60,4689,216,54,All Levels,10 hours,2014-09-23T06:13:59Z,,,,,
134144,Ruby on Rails: Training and Skills to Build Web Applications,https://www.udemy.com/the-startups-guide-to-web-development-with-ruby-on-rails/,TRUE,95,9375,219,43,All Levels,7 hours,2014-01-10T18:41:55Z,,,,,
1115222,Learn and Understand React,https://www.udemy.com/learn-and-understand-react-and-redux-i/,TRUE,30,4848,105,123,All Levels,16.5 hours,2017-03-23T16:20:05Z,,,,,
94430,Learn Javascript & JQuery From Scratch,https://www.udemy.com/learn-javascript-jquery-from-scratch/,TRUE,30,84897,2685,10,All Levels,2 hours,2013-10-10T15:19:29Z,,,,,
788514,Learn to use JSON,https://www.udemy.com/learn-to-use-json/,TRUE,150,12838,96,22,Beginner Level,1.5 hours,2016-03-11T18:30:18Z,,,,,
629142,The Ultimate Web Developer How To Guide,https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/,TRUE,200,24861,423,281,All Levels,22.5 hours,2015-11-26T04:31:11Z,,,,,
992114,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/,TRUE,20,9762,94,112,All Levels,13.5 hours,2016-11-01T15:30:36Z,,,,,
